text;sentimen;cleaned_text;missing_words;case_folding;normalized_text;normalized_count
Siap maju sebagai Cagub Jateng segini harta kekayaan Ahmad Luthfi sang Jenderal Bintang Tiga - Indonesia Insider https://t.co/7ZD38pga51;positif;siap maju sebagai cagub jateng segini harta kekayaan ahmad luthfi sang jenderal bintang tiga indonesia insider;2;siap maju sebagai cagub jateng segini harta kekayaan ahmad luthfi sang jenderal bintang tiga indonesia insider;siap maju sebagai cagub jateng segini harta kekayaan ahmad luthfi sang jenderal bintang tiga indonesia insider;0
Ahmad Luthfi Taj Yasin Maimoen Di sisi lain Koalisi Indonesia Maju (KIM Plus) menghadirkan Ahmad Luthfi eks Kapolda Jateng yang lahir di Surabaya pada 22 November 1966. Luthfi mengawali karier di Polri sejak 1989 dan sukses menduduki berbagai jabatan strategis ;positif;ahmad luthfi taj yasin maimoen di sisi lain koalisi indonesia maju kim plus menghadirkan ahmad luthfi eks kapolda jateng yang lahir di surabaya pada  november  luthfi mengawali karier di polri sejak  dan sukses menduduki berbagai jabatan strategis;3;ahmad luthfi taj yasin maimoen di sisi lain koalisi indonesia maju kim plus menghadirkan ahmad luthfi eks kapolda jateng yang lahir di surabaya pada  november  luthfi mengawali karier di polri sejak  dan sukses menduduki berbagai jabatan strategis;ahmad luthfi taj yasin maimoen di sisi lain koalisi indonesia maju kim plus menghadirkan ahmad luthfi eks kapolda jateng yang lahir di surabaya pada november luthfi mengawali karier di polri sejak dan sukses menduduki berbagai jabatan strategis;0
Persaingan Ketat Ahmad Luthfi dan Andika Perkasa di Pilgub Jateng 2024 Unggul di Lembaga Berbeda https://t.co/0gh3LpcSjl lewat @tribunnews;negatif;persaingan ketat ahmad luthfi dan andika perkasa di pilgub jateng  unggul di lembaga berbeda lewat;3;persaingan ketat ahmad luthfi dan andika perkasa di pilgub jateng  unggul di lembaga berbeda lewat;persaingan ketat ahmad luthfi dan andika perkasa di pilgub jateng unggul di lembaga berbeda lewat;0
Ahmad Luthfi taj Yasin for Jateng 1 ;positif;ahmad luthfi taj yasin for jateng ;1;ahmad luthfi taj yasin for jateng ;ahmad luthfi taj yasin for jateng;0
Ahmad Luthfi Usulkan Pembentukan Klaster Bakul Pasar Tradisional untuk Tingkatkan Daya Saing Pedagang https://t.co/RPZJsYMGkT;positif;ahmad luthfi usulkan pembentukan klaster bakul pasar tradisional untuk tingkatkan daya saing pedagang;1;ahmad luthfi usulkan pembentukan klaster bakul pasar tradisional untuk tingkatkan daya saing pedagang;ahmad luthfi usulkan pembentukan klaster bakul pasar tradisional untuk tingkatkan daya saing pedagang;0
Ahmad Luthfi Sarapan Bareng Pedagang di Pasar Karangpandan Serap Aspirasi dan Tinjau Harga Bahan Pokok https://t.co/ZM6PYAwqef;positif;ahmad luthfi sarapan bareng pedagang di pasar karangpandan serap aspirasi dan tinjau harga bahan pokok;1;ahmad luthfi sarapan bareng pedagang di pasar karangpandan serap aspirasi dan tinjau harga bahan pokok;ahmad luthfi sarapan bareng pedagang di pasar karangpandan serap aspirasi dan tinjau harga bahan pokok;0
Calon Gubernur Jawa Tengah Ahmad Luthfi Blusukan Pasar @koransolopos https://t.co/mQgmZxnbIS;positif;calon gubernur jawa tengah ahmad luthfi blusukan pasar;2;calon gubernur jawa tengah ahmad luthfi blusukan pasar;calon gubernur jawa tengah ahmad luthfi blusukan pasar;0
Berkas administrasi bakal pasangan calon (paslon) gubernur dan wakil gubernur Jawa Tengah yakni Andika Perkasa Hendrar Prihadi dan Ahmad Luthfi Taj Yasin Maimoen dinyatakan memenuhi syarat oleh Komisi Pemilihan Umum (KPU) Provinsi Jawa Tengah. https://t.co/8lKIw8fkcK;positif;berkas administrasi bakal pasangan calon paslon gubernur dan wakil gubernur jawa tengah yakni andika perkasa hendrar prihadi dan ahmad luthfi taj yasin maimoen dinyatakan memenuhi syarat oleh komisi pemilihan umum kpu provinsi jawa tengah;1;berkas administrasi bakal pasangan calon paslon gubernur dan wakil gubernur jawa tengah yakni andika perkasa hendrar prihadi dan ahmad luthfi taj yasin maimoen dinyatakan memenuhi syarat oleh komisi pemilihan umum kpu provinsi jawa tengah;berkas administrasi bakal pasangan calon paslon gubernur dan wakil gubernur jawa tengah yakni andika perkasa hendrar prihadi dan ahmad luthfi taj yasin maimoen dinyatakan memenuhi syarat oleh komisi pemilihan umum kpu provinsi jawa tengah;0
Persaingan Andika Perkasa vs Ahmad Luthfi Makin Sengit Hasil Survei Pilkada Jateng 2024 ;negatif;persaingan andika perkasa vs ahmad luthfi makin sengit hasil survei pilkada jateng ;1;persaingan andika perkasa vs ahmad luthfi makin sengit hasil survei pilkada jateng ;persaingan andika perkasa vs ahmad luthfi makin sengit hasil survei pemilihan kepala daerah jateng;1
Dari pada mikirin Vadel mending mikirin untuk memilih pemimpin yang akan membawa Jawa Tengah yang anti korupsi Bersama Ahmad Luthfi dan Gus Taj Yasin Insyaallah Jawa Tengah gemah Ripah loh jinawi. ;positif;dari pada mikirin vadel mending mikirin untuk memilih pemimpin yang akan membawa jawa tengah yang anti korupsi bersama ahmad luthfi dan gus taj yasin insyaallah jawa tengah gemah ripah loh jinawi;0;dari pada mikirin vadel mending mikirin untuk memilih pemimpin yang akan membawa jawa tengah yang anti korupsi bersama ahmad luthfi dan gus taj yasin insyaallah jawa tengah gemah ripah loh jinawi;dari pada memikirkan vadel lebih baik memikirkan untuk memilih pemimpin yang akan membawa jawa tengah yang anti korupsi bersama ahmad luthfi dan gus taj yasin insyaallah jawa tengah gemah ripah loh jinawi;3
Prediksi Pilkada : Gubernur #Jakarta kayanya Ridwan Kamil Gubernur #Jabar kayanya Dedi Mulyadi Gubernur #Jateng kayanya Ahmad Luthfi Gubernur #Jatim kayanya Khofifah Indar P Gubernur #Sumut kayanya Bobby Nasution Wilayah lain menyusul mantau dulu ;negatif;prediksi pilkada gubernur kayanya ridwan kamil gubernur kayanya dedi mulyadi gubernur kayanya ahmad luthfi gubernur kayanya khofifah indar p gubernur kayanya bobby nasution wilayah lain menyusul mantau dulu;6;prediksi pilkada gubernur kayanya ridwan kamil gubernur kayanya dedi mulyadi gubernur kayanya ahmad luthfi gubernur kayanya khofifah indar p gubernur kayanya bobby nasution wilayah lain menyusul mantau dulu;prediksi pemilihan kepala daerah gubernur kayaknya ridwan kamil gubernur kayaknya dedi mulyadi gubernur kayaknya ahmad luthfi gubernur kayaknya khofifah indar p gubernur kayaknya bobby nasution wilayah lain menyusul mantau dulu;6
Sowan ke kiai Cagub Ahmad Luthfi terima pesan majukan Jateng https://t.co/4Kz3QSh0pr;positif;sowan ke kiai cagub ahmad luthfi terima pesan majukan jateng;1;sowan ke kiai cagub ahmad luthfi terima pesan majukan jateng;sowan ke kiai cagub ahmad luthfi terima pesan majukan jateng;0
Ahmad Luthfi Belanja di Pasar Bunder Sragen Para Pedagang Berebut Foto Bareng dan Mendoakan Jadi Gubernur Jawa Tengah 2024 - https://t.co/nux3miE1fY https://t.co/5GGGl8WjD5;positif;ahmad luthfi belanja di pasar bunder sragen para pedagang berebut foto bareng dan mendoakan jadi gubernur jawa tengah ;4;ahmad luthfi belanja di pasar bunder sragen para pedagang berebut foto bareng dan mendoakan jadi gubernur jawa tengah ;ahmad luthfi belanja di pasar bunder sragen para pedagang berebut foto bareng dan mendoakan jadi gubernur jawa tengah;0
Relawan Jokowi AAJ Bersikukuh Menangkan Ahmad Luthfi - Taj Yasin https://t.co/BRoZPzKI0j;positif;relawan jokowi aaj bersikukuh menangkan ahmad luthfi taj yasin;2;relawan jokowi aaj bersikukuh menangkan ahmad luthfi taj yasin;relawan jokowi aaj bersikukuh menangkan ahmad luthfi taj yasin;0
 Luthfi Beri Rp 100.000 ke Pedagang Ahmad Luthfi : Seratus Ribu Saja Cukup Mereka Orang Miskin Faktanya tidak ditemukan informasi yang valid mengenai judul berita Luthfi Beri Rp 100.000 ke Pedagang Ahmad Luthfi : Seratus Ribu Saja Cukup Mereka Orang Miskin ... https://t.co/aBsq1q3Xbs;negatif;luthfi beri rp  ke pedagang ahmad luthfi seratus ribu saja cukup mereka orang miskin faktanya tidak ditemukan informasi yang valid mengenai judul berita luthfi beri rp  ke pedagang ahmad luthfi seratus ribu saja cukup mereka orang miskin;6;luthfi beri rp  ke pedagang ahmad luthfi seratus ribu saja cukup mereka orang miskin faktanya tidak ditemukan informasi yang valid mengenai judul berita luthfi beri rp  ke pedagang ahmad luthfi seratus ribu saja cukup mereka orang miskin;luthfi beri rp ke pedagang ahmad luthfi seratus ribu saja cukup mereka orang miskin faktanya tidak ditemukan informasi yang sah mengenai judul berita luthfi beri rp ke pedagang ahmad luthfi seratus ribu saja cukup mereka orang miskin;1
Survei Pilkada Jateng 2024 Elektabilitas dan Popularitas Andika Perkasa vs Ahmad Luthfi Ketat https://t.co/OrzaIyEgkN lewat @tribunkaltim;positif;survei pilkada jateng  elektabilitas dan popularitas andika perkasa vs ahmad luthfi ketat lewat;3;survei pilkada jateng  elektabilitas dan popularitas andika perkasa vs ahmad luthfi ketat lewat;survei pemilihan kepala daerah jateng elektabilitas dan popularitas andika perkasa vs ahmad luthfi ketat lewat;1
Relawan AAJ siap menangkan Ahmad Luthfi - Taj Yasin di Pilkada Jateng https://t.co/omHKz9jyAq;positif;relawan aaj siap menangkan ahmad luthfi taj yasin di pilkada jateng;2;relawan aaj siap menangkan ahmad luthfi taj yasin di pilkada jateng;relawan aaj siap menangkan ahmad luthfi taj yasin di pemilihan kepala daerah jateng;1
Hablum minAlloh wa Hablum minannas Jateng Nyawiji Ahmad Luthfi - Taj Yasin Ngopeni Nglakoni Jawa Tengah;positif;hablum minalloh wa hablum minannas jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;1;hablum minalloh wa hablum minannas jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;hablum minalloh wa hablum minannas jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;0
The Next Gubernur Jateng 2024 Jateng Nyawiji Ahmad Luthfi - Taj Yasin Ngopeni Nglakoni Jawa Tengah;positif;the next gubernur jateng  jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;2;the next gubernur jateng  jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;the lanjut gubernur jateng jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;1
Jateng Nyawiji Ahmad Luthfi - Taj Yasin Ngopeni Nglakoni Jawa Tengah;positif;jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;1;jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;0
Kok takut sekali kau Telaso!!! Pak Jokowi hanya titip pesan ke Pak Ahmad Luthfi klo menang jadi Gubernur Jateng tolong perhatikan para petani nelayan santri anak muda eloo udah pusing...gk ada aturan Pak Jokowi gk boleh ketemu cagub manapun bahkan kampanye pun boleh;negatif;kok takut sekali kau telaso pak jokowi hanya titip pesan ke pak ahmad luthfi klo menang jadi gubernur jateng tolong perhatikan para petani nelayan santri anak muda eloo udah pusinggk ada aturan pak jokowi gk boleh ketemu cagub manapun bahkan kampanye pun boleh;0;kok takut sekali kau telaso pak jokowi hanya titip pesan ke pak ahmad luthfi klo menang jadi gubernur jateng tolong perhatikan para petani nelayan santri anak muda eloo udah pusinggk ada aturan pak jokowi gk boleh ketemu cagub manapun bahkan kampanye pun boleh;kok takut sekali kamu telaso pak jokowi hanya titip pesan ke pak ahmad luthfi kalo menang jadi gubernur jateng tolong perhatikan para petani nelayan santri anak muda lo sudah pusinggk ada aturan pak jokowi enggak boleh ketemu cagub manapun bahkan kampanye pun boleh;5
background pendidikan ahmad luthfi ini kurang jelas ya S1 S2 nya itu ambil apa dan sekolahnya di mana.;negatif;background pendidikan ahmad luthfi ini kurang jelas ya s s nya itu ambil apa dan sekolahnya di mana;0;background pendidikan ahmad luthfi ini kurang jelas ya s s nya itu ambil apa dan sekolahnya di mana;background pendidikan ahmad luthfi ini kurang jelas iya si si nya itu ambil apa dan sekolahnya di mana;3
Pak Jokowi saja mendoakan Pak Ahmqd Luthfi semoga sukses terpilih menjadi Gubernur Jateng yuk kita warga Jateng mendukunga Pak Ahmad Luthfi dan Gus Yasin untuk menjadi Gubernur dan Wakilgubernur Jateng 2024 2029. ;positif;pak jokowi saja mendoakan pak ahmqd luthfi semoga sukses terpilih menjadi gubernur jateng yuk kita warga jateng mendukunga pak ahmad luthfi dan gus yasin untuk menjadi gubernur dan wakilgubernur jateng  ;2;pak jokowi saja mendoakan pak ahmqd luthfi semoga sukses terpilih menjadi gubernur jateng yuk kita warga jateng mendukunga pak ahmad luthfi dan gus yasin untuk menjadi gubernur dan wakilgubernur jateng  ;pak jokowi saja mendoakan pak ahmqd luthfi semoga sukses terpilih menjadi gubernur jateng ayo kita warga jateng mendukunga pak ahmad luthfi dan gus yasin untuk menjadi gubernur dan wakilgubernur jateng;1
Blusukan ke Pasar Kranggan Semarang Ahmad Luthfi: Kami Cek Stok dan Harga https://t.co/WPWPZnoy5M;positif;blusukan ke pasar kranggan semarang ahmad luthfi kami cek stok dan harga;1;blusukan ke pasar kranggan semarang ahmad luthfi kami cek stok dan harga;blusukan ke pasar kranggan semarang ahmad luthfi kami cek stok dan harga;0
VIDEO: Andika Perkasa Respons Timses Ahmad Luthfi yang Dipenuhi Pensiunan Jenderal https://t.co/5u0tcCUZJL;negatif;video andika perkasa respons timses ahmad luthfi yang dipenuhi pensiunan jenderal;1;video andika perkasa respons timses ahmad luthfi yang dipenuhi pensiunan jenderal;video andika perkasa respons timses ahmad luthfi yang dipenuhi pensiunan jenderal;0
Jateng Nyawiji Ahmad Luthfi - Taj Yasin Ngopeni Nglakoni Jawa Tengah ;positif;jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;1;jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;jateng nyawiji ahmad luthfi taj yasin ngopeni nglakoni jawa tengah;0
Pilgub Jateng Jadi Perang Bintang Ahmad Luthfi Suarakan Pesan Damai https://t.co/zu5Uyv4URq #KLYNews;positif;pilgub jateng jadi perang bintang ahmad luthfi suarakan pesan damai;2;pilgub jateng jadi perang bintang ahmad luthfi suarakan pesan damai;pilgub jateng jadi perang bintang ahmad luthfi suarakan pesan damai;0
Andika Perkasa menemui kader DPC PDI Perjuangan dan mendatangi 9 DPC PDIP di Jawa Tengah sebagai bakal calon Gubernur Jawa Tengah. Sementara itu Ahmad Luthfi yang juga bakal calon Gubernur Jawa Tengah melakukan blusukan ke pasar tradisional. https://t.co/ns6OyEQSsE https://t.co/9odfy3PCZe;positif;andika perkasa menemui kader dpc pdi perjuangan dan mendatangi  dpc pdip di jawa tengah sebagai bakal calon gubernur jawa tengah sementara itu ahmad luthfi yang juga bakal calon gubernur jawa tengah melakukan blusukan ke pasar tradisional;3;andika perkasa menemui kader dpc pdi perjuangan dan mendatangi  dpc pdip di jawa tengah sebagai bakal calon gubernur jawa tengah sementara itu ahmad luthfi yang juga bakal calon gubernur jawa tengah melakukan blusukan ke pasar tradisional;andika perkasa menemui kader dpc pdi perjuangan dan mendatangi dpc pdip di jawa tengah sebagai bakal calon gubernur jawa tengah sementara itu ahmad luthfi yang juga bakal calon gubernur jawa tengah melakukan blusukan ke pasar tradisional;0
Ahmad Luthfi Disambut Gembira Pedagang Pasar Kranggan Semarang - https://t.co/lquW65fj7X https://t.co/yYyevxlYG5;positif;ahmad luthfi disambut gembira pedagang pasar kranggan semarang;3;ahmad luthfi disambut gembira pedagang pasar kranggan semarang;ahmad luthfi disambut gembira pedagang pasar kranggan semarang;0
Profil Letjen TNI AM Putranto Rekan Seangkatan Andika Perkasa yang Jadi Ketua Timses Ahmad Luthfi https://t.co/MlBYtqhSDm;negatif;profil letjen tni am putranto rekan seangkatan andika perkasa yang jadi ketua timses ahmad luthfi;1;profil letjen tni am putranto rekan seangkatan andika perkasa yang jadi ketua timses ahmad luthfi;profil letjen tni sama putranto rekan seangkatan andika perkasa yang jadi ketua timses ahmad luthfi;1
Perbaiki Berkas Pendaftaran Ahmad Luthfi Serahkan Surat Pemberhentian https://t.co/3GlCXUHPFZ;positif;perbaiki berkas pendaftaran ahmad luthfi serahkan surat pemberhentian;1;perbaiki berkas pendaftaran ahmad luthfi serahkan surat pemberhentian;perbaiki berkas pendaftaran ahmad luthfi serahkan surat pemberhentian;0
Paguyuban kelompok Tani Karya Makmur Dusun Ngasri Desa Giriwarno Kec Girimarto kab Wonogiri siap mendukung dan mensukseskan Bapak Ahmad Luthfi dalam pencalonan Calon Gubernur Jawa Tengah ;positif;paguyuban kelompok tani karya makmur dusun ngasri desa giriwarno kec girimarto kab wonogiri siap mendukung dan mensukseskan bapak ahmad luthfi dalam pencalonan calon gubernur jawa tengah;0;paguyuban kelompok tani karya makmur dusun ngasri desa giriwarno kec girimarto kab wonogiri siap mendukung dan mensukseskan bapak ahmad luthfi dalam pencalonan calon gubernur jawa tengah;paguyuban kelompok tani karya makmur dusun ngasri desa giriwarno kecamatan girimarto kabupaten wonogiri siap mendukung dan mensukseskan bapak ahmad luthfi dalam pencalonan calon gubernur jawa tengah;2
Orang2 hebat.... Kehebatan 3 Jenderal Purn TNI dan 1 Polri Pendukung Ahmad Luthfi Lawan Andika Rekam Jejak Beda-beda https://t.co/Xj1X5sQdtR via @tribunnews;positif;orang hebat kehebatan  jenderal purn tni dan  polri pendukung ahmad luthfi lawan andika rekam jejak bedabeda via;4;orang hebat kehebatan  jenderal purn tni dan  polri pendukung ahmad luthfi lawan andika rekam jejak bedabeda via;orang hebat kehebatan jenderal purn tni dan polri pendukung ahmad luthfi lawan andika rekam jejak bedabeda via;0
Pak Jokowi dukung sahabatnya Ahmad Luthfi untuk titip petani nelayan santri anak-anak untuk kemajuan Jawa Tengah dan mensukseskan Bapak Ahmad Luthfi dalam pencalonan Calon Gubernur Jawa Tengah . . #bolonebroluthfi #bocahebapakwng #ahmadluthfi #nglakoningopeni https://t.co/E00JDHd0kb;positif;pak jokowi dukung sahabatnya ahmad luthfi untuk titip petani nelayan santri anakanak untuk kemajuan jawa tengah dan mensukseskan bapak ahmad luthfi dalam pencalonan calon gubernur jawa tengah;7;pak jokowi dukung sahabatnya ahmad luthfi untuk titip petani nelayan santri anakanak untuk kemajuan jawa tengah dan mensukseskan bapak ahmad luthfi dalam pencalonan calon gubernur jawa tengah;pak jokowi dukung sahabatnya ahmad luthfi untuk titip petani nelayan santri anakanak untuk kemajuan jawa tengah dan mensukseskan bapak ahmad luthfi dalam pencalonan calon gubernur jawa tengah;0
Wooo pantes kemaren disuruh bikin materi pitching ke ahmad luthfi;negatif;wooo pantes kemaren disuruh bikin materi pitching ke ahmad luthfi;0;wooo pantes kemaren disuruh bikin materi pitching ke ahmad luthfi;wooo pantas kemarin disuruh bikin materi pitching ke ahmad luthfi;2
perang bintang keliatannya TNI vs polisi padahal tim pemenangan Ahmad Luthfi ada Letjen Anto Putranto Prabowo mantan KSAD TNI Dudung sampe Bibit Waluyo. ;negatif;perang bintang keliatannya tni vs polisi padahal tim pemenangan ahmad luthfi ada letjen anto putranto prabowo mantan ksad tni dudung sampe bibit waluyo;0;perang bintang keliatannya tni vs polisi padahal tim pemenangan ahmad luthfi ada letjen anto putranto prabowo mantan ksad tni dudung sampe bibit waluyo;perang bintang kelihatannya tni vs polisi padahal tim pemenangan ahmad luthfi ada letjen anto putranto prabowo mantan ksad tni dudung sampai bibit waluyo;2
Cagub Ahmad Luthfi `blusukan` ke Pasar Bintoro Demak https://t.co/WUW72lWYnm;positif;cagub ahmad luthfi blusukan ke pasar bintoro demak;1;cagub ahmad luthfi blusukan ke pasar bintoro demak;cagub ahmad luthfi blusukan ke pasar bintoro demak;0
Blusukan di Pasar Magelang Ahmad Luthfi Singgung Kesehatan dan Kesejahteraan Pedagang https://t.co/A2D40YxuBF #beritasatu #news #berita;positif;blusukan di pasar magelang ahmad luthfi singgung kesehatan dan kesejahteraan pedagang;4;blusukan di pasar magelang ahmad luthfi singgung kesehatan dan kesejahteraan pedagang;blusukan di pasar magelang ahmad luthfi singgung kesehatan dan kesejahteraan pedagang;0
AHMAD LUTHFI-GUS YASIN Bergerak dengan semua kalangan untuk Jateng lebih baik kita menangkan AHMAD LUTHFI GUS YASIN. ;positif;ahmad luthfigus yasin bergerak dengan semua kalangan untuk jateng lebih baik kita menangkan ahmad luthfi gus yasin;0;ahmad luthfigus yasin bergerak dengan semua kalangan untuk jateng lebih baik kita menangkan ahmad luthfi gus yasin;ahmad luthfigus yasin bergerak dengan semua kalangan untuk jateng lebih baik kita menangkan ahmad luthfi gus yasin;0
Ini s1 sama s2 nya ahmad luthfi jurusan apa dan dimana dah wkwkwk beda sama andika cok pendidikannya ngeri semua mana s2 nya di harvard lagi ternyata 2011 ahmad luthfi dah kerja di solo xixi 2011 walkotnya siapa hayo;negatif;ini s sama s nya ahmad luthfi jurusan apa dan dimana dah wkwkwk beda sama andika cok pendidikannya ngeri semua mana s nya di harvard lagi ternyata  ahmad luthfi dah kerja di solo xixi  walkotnya siapa hayo;2;ini s sama s nya ahmad luthfi jurusan apa dan dimana dah wkwkwk beda sama andika cok pendidikannya ngeri semua mana s nya di harvard lagi ternyata  ahmad luthfi dah kerja di solo xixi  walkotnya siapa hayo;ini si sama si nya ahmad luthfi jurusan apa dan dimana deh wkwkwk beda sama andika cok pendidikannya seram semua mana si nya di harvard lagi ternyata ahmad luthfi deh kerja di solo xixi walkotnya siapa hayo;6
Bagus juga ya pendidikan pak Andika btw pak Ahmad Luthfi cuma ditulis S1 S2 gtu doang kah ;positif;bagus juga ya pendidikan pak andika btw pak ahmad luthfi cuma ditulis s s gtu doang kah;0;bagus juga ya pendidikan pak andika btw pak ahmad luthfi cuma ditulis s s gtu doang kah;bagus juga iya pendidikan pak andika ngomong-ngomong pak ahmad luthfi cuma ditulis si si begitu saja kah;6
ingfo s1 dan s2 nya pak ahmad luthfi dong;negatif;ingfo s dan s nya pak ahmad luthfi dong;0;ingfo s dan s nya pak ahmad luthfi dong;ingfo si dan si nya pak ahmad luthfi dong;2
Ahmad Luthfi Tanggapi Banyaknya Purnawirawan Jenderal TNI-Polri di Tim Pemenangannya https://t.co/91omGsAxdK;negatif;ahmad luthfi tanggapi banyaknya purnawirawan jenderal tnipolri di tim pemenangannya;1;ahmad luthfi tanggapi banyaknya purnawirawan jenderal tnipolri di tim pemenangannya;ahmad luthfi tanggapi banyaknya purnawirawan jenderal tnipolri di tim pemenangannya;0
https://t.co/f1p8awpoxF - Ketua DPD Partai Gerindra Jawa Tengah Sudaryono menegaskan tidak ada perang bintang dalam Pilkada Jateng 2024. Ini mengacu pada dua sosok yang akan bertarung dalam pemilihan gubernur Jawa Tengah dalam Pilkada Jateng. Komjen Ahmad Luthfi yang diusung https://t.co/lVAULeXWFa;positif;ketua dpd partai gerindra jawa tengah sudaryono menegaskan tidak ada perang bintang dalam pilkada jateng  ini mengacu pada dua sosok yang akan bertarung dalam pemilihan gubernur jawa tengah dalam pilkada jateng komjen ahmad luthfi yang diusung;4;ketua dpd partai gerindra jawa tengah sudaryono menegaskan tidak ada perang bintang dalam pilkada jateng  ini mengacu pada dua sosok yang akan bertarung dalam pemilihan gubernur jawa tengah dalam pilkada jateng komjen ahmad luthfi yang diusung;ketua dpd partai gerindra jawa tengah sudaryono menegaskan tidak ada perang bintang dalam pemilihan kepala daerah jateng ini mengacu pada dua sosok yang akan bertarung dalam pemilihan gubernur jawa tengah dalam pemilihan kepala daerah jateng komjen ahmad luthfi yang diusung;2
Ahmad Luthfi Disambut Pedagang Pasar Muntilan - https://t.co/BB6MTHg9zq https://t.co/h51757rZqZ;positif;ahmad luthfi disambut pedagang pasar muntilan;3;ahmad luthfi disambut pedagang pasar muntilan;ahmad luthfi disambut pedagang pasar muntilan;0
Ini Jadwal Acara Calon Gubernur Ahmad Luthfi Hari Ini - https://t.co/QDRHXKR7YM https://t.co/4SkGctw1UG;positif;ini jadwal acara calon gubernur ahmad luthfi hari ini;3;ini jadwal acara calon gubernur ahmad luthfi hari ini;ini jadwal acara calon gubernur ahmad luthfi hari ini;0
Ahmad Luthfi akan Bangun Mushola Pasar Talun Magelang - https://t.co/odJCxda8aO https://t.co/UsfHS4PsWA;positif;ahmad luthfi akan bangun mushola pasar talun magelang;3;ahmad luthfi akan bangun mushola pasar talun magelang;ahmad luthfi akan bangun mushola pasar talun magelang;0
Ahmad Luthfi mengunjungi Pasar Bintoro Demak Jateng untuk mendengarkan aspirasi para pedagang sekaligus untuk memperkenalkan diri sebagai bakal Cagub Jateng yang maju pada Pilkada 2024. https://t.co/AWXpiWDT5J;positif;ahmad luthfi mengunjungi pasar bintoro demak jateng untuk mendengarkan aspirasi para pedagang sekaligus untuk memperkenalkan diri sebagai bakal cagub jateng yang maju pada pilkada ;2;ahmad luthfi mengunjungi pasar bintoro demak jateng untuk mendengarkan aspirasi para pedagang sekaligus untuk memperkenalkan diri sebagai bakal cagub jateng yang maju pada pilkada ;ahmad luthfi mengunjungi pasar bintoro demak jateng untuk mendengarkan aspirasi para pedagang sekaligus untuk memperkenalkan diri sebagai bakal cagub jateng yang maju pada pemilihan kepala daerah;1
Andika Tanggapi Santai Timses Ahmad Luthfi Bertabur Bintang - https://t.co/AL259djBNp https://t.co/76JK7sB2ik;positif;andika tanggapi santai timses ahmad luthfi bertabur bintang;3;andika tanggapi santai timses ahmad luthfi bertabur bintang;andika tanggapi santai timses ahmad luthfi bertabur bintang;0
Ahmad Luthfi Disambut Sholawat Badar di Pasar Bintoro Demak - https://t.co/S2xCgaKajZ https://t.co/khQgmgAbHf;positif;ahmad luthfi disambut sholawat badar di pasar bintoro demak;3;ahmad luthfi disambut sholawat badar di pasar bintoro demak;ahmad luthfi disambut sholawat badar di pasar bintoro demak;0
Ngangsu Kawruh Ahmad Luthfi Temui Mantan Gubernur Bibit Waluyo - https://t.co/ui5qT7epwn https://t.co/a0aeP9LZ72;positif;ngangsu kawruh ahmad luthfi temui mantan gubernur bibit waluyo;3;ngangsu kawruh ahmad luthfi temui mantan gubernur bibit waluyo;ngangsu kawruh ahmad luthfi temui mantan gubernur bibit waluyo;0
Baru tau Ahmad Luthfi loyalis Sambo aw hell nah ;negatif;baru tau ahmad luthfi loyalis sambo aw hell nah;0;baru tau ahmad luthfi loyalis sambo aw hell nah;baru tahu ahmad luthfi loyalis sambo aw hell nah;1
Makin Dekat Gen Z: Ahmad Luthfi Hadiri Nobar Timnas di Warmindo Semarang - https://t.co/0WqDzh2Q63 https://t.co/RiTrnMWSSn;positif;makin dekat gen z ahmad luthfi hadiri nobar timnas di warmindo semarang;3;makin dekat gen z ahmad luthfi hadiri nobar timnas di warmindo semarang;makin dekat gen saja ahmad luthfi hadiri menonton bareng timnas di warmindo semarang;2
ahmad luthfi udah pasti kelebihannya spanduk;negatif;ahmad luthfi udah pasti kelebihannya spanduk;0;ahmad luthfi udah pasti kelebihannya spanduk;ahmad luthfi sudah pasti kelebihannya spanduk;1
Jokowi dan Ahmad Luthfi Ketemu di Warung Soto Boyolali Apa yang Dibahas? - https://t.co/Z5j9WOW0vn https://t.co/nZrQaazUiZ;negatif;jokowi dan ahmad luthfi ketemu di warung soto boyolali apa yang dibahas;3;jokowi dan ahmad luthfi ketemu di warung soto boyolali apa yang dibahas;jokowi dan ahmad luthfi ketemu di warung soto boyolali apa yang dibahas;0
Kalau dilihat masif kampanye nya yang Menang Ahmad Luthfi;positif;kalau dilihat masif kampanye nya yang menang ahmad luthfi;0;kalau dilihat masif kampanye nya yang menang ahmad luthfi;kalau dilihat masif kampanye nya yang menang ahmad luthfi;0
