text;sentimen;cleaned_text;missing_words;case_folding;normalized_text;normalized_count
Semoga Jend Andika Perkasa yg Terbaik untuk Jateng https://t.co/s3MXipd8ED;positif;semoga jend andika perkasa yg terbaik untuk jateng;1;semoga jend andika perkasa yg terbaik untuk jateng;semoga jend andika perkasa yang terbaik untuk jateng;1
Ganjar Ungkap PDIP Punya fans Usung Andika Perkasa di Pilgub Jateng Ketua DPP PDIP Ganjar Pranowo mengungkap nama Andika Perkasa cukup dipertimbangkan untuk diusung partainya maju di Pemilihan Gubernur atau Pilgub Jawa Tengah 2024. Saya kira iya [dipertimbangkan maju] kata https://t.co/Q9K1LtR7dw;positif;ganjar ungkap pdip punya fans usung andika perkasa di pilgub jateng ketua dpp pdip ganjar pranowo mengungkap nama andika perkasa cukup dipertimbangkan untuk diusung partainya maju di pemilihan gubernur atau pilgub jawa tengah  saya kira iya dipertimbangkan maju kata;2;ganjar ungkap pdip punya fans usung andika perkasa di pilgub jateng ketua dpp pdip ganjar pranowo mengungkap nama andika perkasa cukup dipertimbangkan untuk diusung partainya maju di pemilihan gubernur atau pilgub jawa tengah  saya kira iya dipertimbangkan maju kata;ganjar ungkap pdip punya fan usung andika perkasa di pilgub jateng ketua dpp pdip ganjar pranowo mengungkap nama andika perkasa cukup dipertimbangkan untuk diusung partainya maju di pemilihan gubernur atau pilgub jawa tengah saya kira iya dipertimbangkan maju kata;1
Ketua DPD PDIP Jawa Tengah (Jateng) Bambang Wuryanto alias Bambang Pacul meyinggung sosok mantan Panglima TNI Jenderal Purn Andika Perkasa yang dinilai sebagai kompetitor sepadan bagi Kapolda Jateng Ahmad Luthfi yang digadang-gadang akan maju di Jateng https://t.co/SDLAyDcMJE;negatif;ketua dpd pdip jawa tengah jateng bambang wuryanto alias bambang pacul meyinggung sosok mantan panglima tni jenderal purn andika perkasa yang dinilai sebagai kompetitor sepadan bagi kapolda jateng ahmad luthfi yang digadanggadang akan maju di jateng;1;ketua dpd pdip jawa tengah jateng bambang wuryanto alias bambang pacul meyinggung sosok mantan panglima tni jenderal purn andika perkasa yang dinilai sebagai kompetitor sepadan bagi kapolda jateng ahmad luthfi yang digadanggadang akan maju di jateng;ketua dpd pdip jawa tengah jateng bambang wuryanto alias bambang pacul meyinggung sosok mantan panglima tni jenderal purn andika perkasa yang dinilai sebagai kompetitor sepadan bagi kapolda jateng ahmad luthfi yang digadanggadang akan maju di jateng;0
Ibu mega untuk Jateng saya pengen Pak Andika Perkasa saya yakin Beliau akan memimpin Jateng dengan baik ;positif;ibu mega untuk jateng saya pengen pak andika perkasa saya yakin beliau akan memimpin jateng dengan baik;0;ibu mega untuk jateng saya pengen pak andika perkasa saya yakin beliau akan memimpin jateng dengan baik;ibu mega untuk jateng saya pengin pak andika perkasa saya yakin beliau akan memimpin jateng dengan baik;1
Gw sih jagoin pak Andika Perkasa sebagai calon Gubernur JATENG. Kalau jadi gubernur Jateng siap untuk menuju pilpres 2029. https://t.co/AfLD00HuOx;positif;gw sih jagoin pak andika perkasa sebagai calon gubernur jateng kalau jadi gubernur jateng siap untuk menuju pilpres ;2;gw sih jagoin pak andika perkasa sebagai calon gubernur jateng kalau jadi gubernur jateng siap untuk menuju pilpres ;gue sih jagoin pak andika perkasa sebagai calon gubernur jateng kalau jadi gubernur jateng siap untuk menuju pilpres;1
DPD PDIP Jateng Kerucutkan Nama Andika Sebagai Calon Gubernur Jawa Tengah;positif;dpd pdip jateng kerucutkan nama andika sebagai calon gubernur jawa tengah;0;dpd pdip jateng kerucutkan nama andika sebagai calon gubernur jawa tengah;dpd pdip jateng kerucutkan nama andika sebagai calon gubernur jawa tengah;0
Bambang Pacul: PDIP Kemungkinan Usung Andika Perkasa di Pilgub Jateng Mantan panglima TNI Jenderal (Purn) Andika Perkasa kemungkinan akan diusung PDIP di pemilihan gubernur (pilgub) Jateng 2024. Ketua DPD PDIP Jawa Tengah (Jateng) Bambang Wuryanto atau Bambang Pacul https://t.co/qwgKp3piKH;positif;bambang pacul pdip kemungkinan usung andika perkasa di pilgub jateng mantan panglima tni jenderal purn andika perkasa kemungkinan akan diusung pdip di pemilihan gubernur pilgub jateng  ketua dpd pdip jawa tengah jateng bambang wuryanto atau bambang pacul;2;bambang pacul pdip kemungkinan usung andika perkasa di pilgub jateng mantan panglima tni jenderal purn andika perkasa kemungkinan akan diusung pdip di pemilihan gubernur pilgub jateng  ketua dpd pdip jawa tengah jateng bambang wuryanto atau bambang pacul;bambang pacul pdip kemungkinan usung andika perkasa di pilgub jateng mantan panglima tni jenderal purn andika perkasa kemungkinan akan diusung pdip di pemilihan gubernur pilgub jateng ketua dpd pdip jawa tengah jateng bambang wuryanto atau bambang pacul;0
Soal Andika Perkasa Bambang Pacul mengemukakan memang dari @PDI_Perjuangan sudah mengerucut ke nama mantan Panglima TNI tersebut. Namun soal siapa yang akan mendapatkan rekomendasi dia menyebut wewenangnya tetap di DPP PDIP. https://t.co/kcG7eBLUnX;negatif;soal andika perkasa bambang pacul mengemukakan memang dari sudah mengerucut ke nama mantan panglima tni tersebut namun soal siapa yang akan mendapatkan rekomendasi dia menyebut wewenangnya tetap di dpp pdip;2;soal andika perkasa bambang pacul mengemukakan memang dari sudah mengerucut ke nama mantan panglima tni tersebut namun soal siapa yang akan mendapatkan rekomendasi dia menyebut wewenangnya tetap di dpp pdip;soal andika perkasa bambang pacul mengemukakan memang dari sudah mengerucut ke nama mantan panglima tni tersebut namun soal siapa yang akan mendapatkan rekomendasi dia menyebut wewenangnya tetap di dpp pdip;0
Kalo ini sy dukung total. Semoga Gus setuju daripada dgn KIM hanya jadi boneka penguasa. PDIP PKB partai pemenang di Jateng bersatu pasti menang. PKB Ngaku dapat Tawaran PDIP Usung Andika Perkasa - Gus Yusuf di Pilgub Jateng. https://t.co/hQmTdibmrD;negatif;kalo ini sy dukung total semoga gus setuju daripada dgn kim hanya jadi boneka penguasa pdip pkb partai pemenang di jateng bersatu pasti menang pkb ngaku dapat tawaran pdip usung andika perkasa gus yusuf di pilgub jateng;2;kalo ini sy dukung total semoga gus setuju daripada dgn kim hanya jadi boneka penguasa pdip pkb partai pemenang di jateng bersatu pasti menang pkb ngaku dapat tawaran pdip usung andika perkasa gus yusuf di pilgub jateng;kalau ini saya dukung total semoga gus setuju daripada dengan kim hanya jadi boneka penguasa pdip pkb partai pemenang di jateng bersatu pasti menang pkb mengaku dapat tawaran pdip usung andika perkasa gus yusuf di pilgub jateng;4
Klo suhunya suhu sendiri yg udah ngasih clue jadi yakin deh Jadi seperti apa yg disampaikan oleh Kumendan Patjul kemungkinan besar cagub Jateng yg diusung dari PDIP adalah Jend Andika Perkasa Klo aku sih siapapun itu jika itu dari Merah aku pasti akan dukung sepenuhnya https://t.co/xCU6nva2w5;positif;klo suhunya suhu sendiri yg udah ngasih clue jadi yakin deh jadi seperti apa yg disampaikan oleh kumendan patjul kemungkinan besar cagub jateng yg diusung dari pdip adalah jend andika perkasa klo aku sih siapapun itu jika itu dari merah aku pasti akan dukung sepenuhnya;1;klo suhunya suhu sendiri yg udah ngasih clue jadi yakin deh jadi seperti apa yg disampaikan oleh kumendan patjul kemungkinan besar cagub jateng yg diusung dari pdip adalah jend andika perkasa klo aku sih siapapun itu jika itu dari merah aku pasti akan dukung sepenuhnya;kalo suhunya suhu sendiri yang sudah mengasih clue jadi yakin deh jadi seperti apa yang disampaikan oleh kumendan patjul kemungkinan besar cagub jateng yang diusung dari pdip adalah jend andika perkasa kalo aku sih siapapun itu jika itu dari merah aku pasti akan dukung sepenuhnya;7
Keren nih kalo Jateng dipimpin Jend Andika Perkasa https://t.co/2UBeCd5wGn;positif;keren nih kalo jateng dipimpin jend andika perkasa;1;keren nih kalo jateng dipimpin jend andika perkasa;keren ini kalau jateng dipimpin jend andika perkasa;2
Ketua DPD PDIP Jateng Bambang Pacul membawa aspirasi relawan Andika yang Bernama Banteng Perkasa beserta hasil surveinya ke DPP PDI-P. Ia mengaku @PDI_Perjuangan meyambut baik permintaan para relawan tersebut karena para kader juga menginginkan Andika maju di Pilgub Jateng. https://t.co/eQt8gUSyYE;positif;ketua dpd pdip jateng bambang pacul membawa aspirasi relawan andika yang bernama banteng perkasa beserta hasil surveinya ke dpp pdip ia mengaku meyambut baik permintaan para relawan tersebut karena para kader juga menginginkan andika maju di pilgub jateng;2;ketua dpd pdip jateng bambang pacul membawa aspirasi relawan andika yang bernama banteng perkasa beserta hasil surveinya ke dpp pdip ia mengaku meyambut baik permintaan para relawan tersebut karena para kader juga menginginkan andika maju di pilgub jateng;ketua dpd pdip jateng bambang pacul membawa aspirasi relawan andika yang bernama banteng perkasa beserta hasil surveinya ke dpp pdip ia mengaku meyambut baik permintaan para relawan tersebut karena para kader juga menginginkan andika maju di pilgub jateng;0
Hendrar Prihadi mengaku hanya berdiskusi soal perkembangan PDIP dengan FX Rudy tak ada pembahasan soal Pilgub Jateng maupun soal Andika Perkasa;negatif;hendrar prihadi mengaku hanya berdiskusi soal perkembangan pdip dengan fx rudy tak ada pembahasan soal pilgub jateng maupun soal andika perkasa;0;hendrar prihadi mengaku hanya berdiskusi soal perkembangan pdip dengan fx rudy tak ada pembahasan soal pilgub jateng maupun soal andika perkasa;hendrar prihadi mengaku hanya berdiskusi soal perkembangan pdip dengan fx rudy tidak ada pembahasan soal pilgub jateng maupun soal andika perkasa;1
Dukung Nama Mantan Panglima TNI Jenderal (Purn) Andika Perkasa menguat untuk nantinya diusung menjadi calon gubernur (cagub) di Jateng. https://t.co/lh3qRTOCXf https://t.co/LRUUh0kUH4;positif;dukung nama mantan panglima tni jenderal purn andika perkasa menguat untuk nantinya diusung menjadi calon gubernur cagub di jateng;2;dukung nama mantan panglima tni jenderal purn andika perkasa menguat untuk nantinya diusung menjadi calon gubernur cagub di jateng;dukung nama mantan panglima tni jenderal purn andika perkasa menguat untuk nantinya diusung menjadi calon gubernur cagub di jateng;0
Respons Hendi soal Kans Duet dengan Andika Perkasa di Pilgub Jateng. Hendi: Prinsipnya bahwa ini bagian daripada ikhtiar saya. Nanti kalau keputusannya pasti mutlak DPP. Mau dapat rekom gubernur wagub dipasangkan atau tidak sama sekali ya kita kader yang setia dengan PDI https://t.co/rS3z2Mbt8f;positif;respons hendi soal kans duet dengan andika perkasa di pilgub jateng hendi prinsipnya bahwa ini bagian daripada ikhtiar saya nanti kalau keputusannya pasti mutlak dpp mau dapat rekom gubernur wagub dipasangkan atau tidak sama sekali ya kita kader yang setia dengan pdi;1;respons hendi soal kans duet dengan andika perkasa di pilgub jateng hendi prinsipnya bahwa ini bagian daripada ikhtiar saya nanti kalau keputusannya pasti mutlak dpp mau dapat rekom gubernur wagub dipasangkan atau tidak sama sekali ya kita kader yang setia dengan pdi;respons hendi soal kans duet dengan andika perkasa di pilgub jateng hendi prinsipnya bahwa ini bagian daripada ikhtiar saya nanti kalau keputusannya pasti mutlak dpp mau dapat rekom gubernur wakil gubernur dipasangkan atau tidak sama sekali iya kita kader yang setia dengan pdi;2
Dgn jatuhnya Airlangga dari singgasana Golkar maka jatuh pula si Ahmad Luthfi jagoan Kapolri Listyo Sigit untk Jateng. Sdh tdk ada kans lg bagi Luthfi! Lebih baik Kaesang diplot sj untuk berpasangan dengan Andika Perkasa. Auto menang di Jateng.;negatif;dgn jatuhnya airlangga dari singgasana golkar maka jatuh pula si ahmad luthfi jagoan kapolri listyo sigit untk jateng sdh tdk ada kans lg bagi luthfi lebih baik kaesang diplot sj untuk berpasangan dengan andika perkasa auto menang di jateng;0;dgn jatuhnya airlangga dari singgasana golkar maka jatuh pula si ahmad luthfi jagoan kapolri listyo sigit untk jateng sdh tdk ada kans lg bagi luthfi lebih baik kaesang diplot sj untuk berpasangan dengan andika perkasa auto menang di jateng;dengan jatuhnya airlangga dari singgasana golkar maka jatuh pula sih ahmad luthfi jagoan kapolri listyo sigit untuk jateng sudah tidak ada kans lagi bagi luthfi lebih baik kaesang diplot saja untuk berpasangan dengan andika perkasa auto menang di jateng;7
Gerak Senyap Relawan Banteng Usung Andika Perkasa Jadi Cagub Jateng https://t.co/by7EdQWchO;positif;gerak senyap relawan banteng usung andika perkasa jadi cagub jateng;1;gerak senyap relawan banteng usung andika perkasa jadi cagub jateng;gerak senyap relawan banteng usung andika perkasa jadi cagub jateng;0
Dukungan Internal PDIP untuk Andika Perkasa di PIlgub Jateng Menguat;positif;dukungan internal pdip untuk andika perkasa di pilgub jateng menguat;0;dukungan internal pdip untuk andika perkasa di pilgub jateng menguat;dukungan internal pdip untuk andika perkasa di pilgub jateng menguat;0
Tegas penjaga konstitusi lurus Boten KKN H Muhammad Andika Perkasa MA M sc M Phil P Hd semoga memimpin Jateng didukung full masyarakat Jateng https://t.co/gVJX1hgpeN;positif;tegas penjaga konstitusi lurus boten kkn h muhammad andika perkasa ma m sc m phil p hd semoga memimpin jateng didukung full masyarakat jateng;1;tegas penjaga konstitusi lurus boten kkn h muhammad andika perkasa ma m sc m phil p hd semoga memimpin jateng didukung full masyarakat jateng;tegas penjaga konstitusi lurus boten kkn h muhammad andika perkasa sama sama sc sama phil p hd semoga memimpin jateng didukung full masyarakat jateng;3
Kalau kalah di pilkada Sumut beliau ini harus komit terus menjadi anggota Partai merah PDI-P seperti Andika Perkasa mulai sekarang Edy Rahmayadi harus memperdalam paham kiri ' Marhaenis' berikut Nasakom soalnya sdh menjadi kader mereka.;negatif;kalau kalah di pilkada sumut beliau ini harus komit terus menjadi anggota partai merah pdip seperti andika perkasa mulai sekarang edy rahmayadi harus memperdalam paham kiri marhaenis berikut nasakom soalnya sdh menjadi kader mereka;1;kalau kalah di pilkada sumut beliau ini harus komit terus menjadi anggota partai merah pdip seperti andika perkasa mulai sekarang edy rahmayadi harus memperdalam paham kiri marhaenis berikut nasakom soalnya sdh menjadi kader mereka;kalau kalah di pemilihan kepala daerah sumut beliau ini harus komit terus menjadi anggota partai merah pdip seperti andika perkasa mulai sekarang edy rahmayadi harus memperdalam paham kiri marhaenis berikut nasakom soalnya sudah menjadi kader mereka;2
Hasto Akui PDIP Berminat Usung Anies di Pilgub Jakarta: Cara Bicaranya Menarik. PDIP masih terus menjalin komunikasi dengan banyak calon potensial termasuk salah satunya Andika Perkasa.;negatif;hasto akui pdip berminat usung anies di pilgub jakarta cara bicaranya menarik pdip masih terus menjalin komunikasi dengan banyak calon potensial termasuk salah satunya andika perkasa;0;hasto akui pdip berminat usung anies di pilgub jakarta cara bicaranya menarik pdip masih terus menjalin komunikasi dengan banyak calon potensial termasuk salah satunya andika perkasa;hasto akui pdip berminat usung anies di pilgub jakarta cara bicaranya menarik pdip masih terus menjalin komunikasi dengan banyak calon potensial termasuk salah satunya andika perkasa;0
Hasto menjelaskan PDIP sudah melakukan komunikasi dengan bakal cagub potensial di Jakarta termasuk Andika Perkasa. ;positif;hasto menjelaskan pdip sudah melakukan komunikasi dengan bakal cagub potensial di jakarta termasuk andika perkasa;0;hasto menjelaskan pdip sudah melakukan komunikasi dengan bakal cagub potensial di jakarta termasuk andika perkasa;hasto menjelaskan pdip sudah melakukan komunikasi dengan bakal cagub potensial di jakarta termasuk andika perkasa;0
PDIP memberi sinyal bakal mengusung Jenderal TNI (purn) Andika Perkasa untuk maju di Pemilihan Gubernur Jawa Tengah 2024. Sementara wakilnya masih dalam penggodokan;positif;pdip memberi sinyal bakal mengusung jenderal tni purn andika perkasa untuk maju di pemilihan gubernur jawa tengah  sementara wakilnya masih dalam penggodokan;1;pdip memberi sinyal bakal mengusung jenderal tni purn andika perkasa untuk maju di pemilihan gubernur jawa tengah  sementara wakilnya masih dalam penggodokan;pdip memberi sinyal bakal mengusung jenderal tni purn andika perkasa untuk maju di pemilihan gubernur jawa tengah sementara wakilnya masih dalam penggodokan;0
Hasil Survei: Elektabilitas Andika Perkasa dan Witjaksono Tembus 61% Sebagai Cagub-Cawagub Jateng: Lembaga Riset PPN merilis soal survei terbaru terkait preferensi masyarakat Jawa Tengah untuk mengukur elektabilitas para bakal Cagub dan Cawagub Jateng https://t.co/RXadAMI86N https://t.co/P7g08fAABK;positif;hasil survei elektabilitas andika perkasa dan witjaksono tembus  sebagai cagubcawagub jateng lembaga riset ppn merilis soal survei terbaru terkait preferensi masyarakat jawa tengah untuk mengukur elektabilitas para bakal cagub dan cawagub jateng;3;hasil survei elektabilitas andika perkasa dan witjaksono tembus  sebagai cagubcawagub jateng lembaga riset ppn merilis soal survei terbaru terkait preferensi masyarakat jawa tengah untuk mengukur elektabilitas para bakal cagub dan cawagub jateng;hasil survei elektabilitas andika perkasa dan witjaksono tembus sebagai cagubcawagub jateng lembaga riset ppn merilis soal survei terbaru terkait preferensi masyarakat jawa tengah untuk mengukur elektabilitas para bakal cagub dan cawagub jateng;0
PDIP Usung Andika Perkasa di Pilgub Jateng;positif;pdip usung andika perkasa di pilgub jateng;0;pdip usung andika perkasa di pilgub jateng;pdip usung andika perkasa di pilgub jateng;0
Relawan Banteng Perkasa Deklarasi Dukung Andika Perkasa di Pilgub Jateng 2024 https://t.co/psQ1wPPqm0 https://t.co/sZcRUYHiFv;positif;relawan banteng perkasa deklarasi dukung andika perkasa di pilgub jateng ;3;relawan banteng perkasa deklarasi dukung andika perkasa di pilgub jateng ;relawan banteng perkasa deklarasi dukung andika perkasa di pilgub jateng;0
Duet Andika Perkasa-Hendrar Prihadi di Pilkada Jateng 2024 ;positif;duet andika perkasahendrar prihadi di pilkada jateng ;1;duet andika perkasahendrar prihadi di pilkada jateng ;duet andika perkasahendrar prihadi di pemilihan kepala daerah jateng;1
Andika Perkasa Dikabarkan Jadi Cagub PDIP Rudy Tegaskan Pilih Hendrar Prihadi Maju Pilgub Jateng 2024 - https://t.co/Byn0F4MPyb https://t.co/R15fWMj8Tz;positif;andika perkasa dikabarkan jadi cagub pdip rudy tegaskan pilih hendrar prihadi maju pilgub jateng ;4;andika perkasa dikabarkan jadi cagub pdip rudy tegaskan pilih hendrar prihadi maju pilgub jateng ;andika perkasa dikabarkan jadi cagub pdip rudy tegaskan pilih hendrar prihadi maju pilgub jateng;0
Ada Sinyal Andika Perkasa Bakal Berjodoh dengan Gus Yusuf di Pilgub Jateng 2024 https://t.co/tE4HLhzpVd #pdiperjuangan;positif;ada sinyal andika perkasa bakal berjodoh dengan gus yusuf di pilgub jateng ;3;ada sinyal andika perkasa bakal berjodoh dengan gus yusuf di pilgub jateng ;ada sinyal andika perkasa bakal berjodoh dengan gus yusuf di pilgub jateng;0
Nama Andika Perkasa Semakin Bergaung Didukung Banteng Perkasa Maju Pilgub Jateng 2024;positif;nama andika perkasa semakin bergaung didukung banteng perkasa maju pilgub jateng ;1;nama andika perkasa semakin bergaung didukung banteng perkasa maju pilgub jateng ;nama andika perkasa semakin bergaung didukung banteng perkasa maju pilgub jateng;0
Ketua DPP PDI Perjuangan (PDIP) Ganjar Pranowo mengatakan pihaknya saat ini masih mempertimbangkan mengusung mantan Panglima TNI Andika Perkasa sebagai gubernur;negatif;ketua dpp pdi perjuangan pdip ganjar pranowo mengatakan pihaknya saat ini masih mempertimbangkan mengusung mantan panglima tni andika perkasa sebagai gubernur;0;ketua dpp pdi perjuangan pdip ganjar pranowo mengatakan pihaknya saat ini masih mempertimbangkan mengusung mantan panglima tni andika perkasa sebagai gubernur;ketua dpp pdi perjuangan pdip ganjar pranowo mengatakan pihaknya saat ini masih mempertimbangkan mengusung mantan panglima tni andika perkasa sebagai gubernur;0
Andika Perkasa Berpeluang Tantang Ahmad Luthfi di Pilgub Jateng https://t.co/gOIJOAGfo2;positif;andika perkasa berpeluang tantang ahmad luthfi di pilgub jateng;1;andika perkasa berpeluang tantang ahmad luthfi di pilgub jateng;andika perkasa berpeluang tantang ahmad luthfi di pilgub jateng;0
Andika Perkasa Unggul Telak Elektabilitas Kaesang Pangarep Terus Merosot Jelang Pilgub Jateng 2024 https://t.co/GPE7uIVnPb;positif;andika perkasa unggul telak elektabilitas kaesang pangarep terus merosot jelang pilgub jateng ;2;andika perkasa unggul telak elektabilitas kaesang pangarep terus merosot jelang pilgub jateng ;andika perkasa unggul telak elektabilitas kaesang pangarep terus merosot jelang pilgub jateng;0
Awalnya didorong ikut Pilgub DKI kalah sama Anies dan Ahok didorong ke Jateng kalah sama Andika. Setelah di DKI kemungkinan kotak kosong kembali didorong ke DKI makanya belakangan ini byk spanduknya yg muncul. Jendral Andika Perkasa Tertinggi di Survei Pilgub Jateng https://t.co/A7QNPVxWTZ;positif;awalnya didorong ikut pilgub dki kalah sama anies dan ahok didorong ke jateng kalah sama andika setelah di dki kemungkinan kotak kosong kembali didorong ke dki makanya belakangan ini byk spanduknya yg muncul jendral andika perkasa tertinggi di survei pilgub jateng;1;awalnya didorong ikut pilgub dki kalah sama anies dan ahok didorong ke jateng kalah sama andika setelah di dki kemungkinan kotak kosong kembali didorong ke dki makanya belakangan ini byk spanduknya yg muncul jendral andika perkasa tertinggi di survei pilgub jateng;awalnya didorong ikut pilgub dki kalah sama anies dan ahok didorong ke jateng kalah sama andika setelah di dki kemungkinan kotak kosong kembali didorong ke dki makanya belakangan ini banyak spanduknya yang muncul jenderal andika perkasa tertinggi di survei pilgub jateng;3
Saya sbg Warga Jateng....Akan All Out mendukung Cagub Andika Perkasa. https://t.co/Dp07yPk1TP;positif;saya sbg warga jatengakan all out mendukung cagub andika perkasa;1;saya sbg warga jatengakan all out mendukung cagub andika perkasa;saya sebagai warga jatengakan all out mendukung cagub andika perkasa;1
BANTENG PERKASA terus berjuang dalam senyap.;positif;banteng perkasa terus berjuang dalam senyap;0;banteng perkasa terus berjuang dalam senyap;banteng perkasa terus berjuang dalam senyap;0
Andika Perkasa menempati peringkat pertama dengan perolehan elektabilitas sebanyak 39 7%. Jendral Andika Perkasa Tertinggi di Survei Pilgub Jateng Kaesang Boncos https://t.co/lM8A84V6iX;positif;andika perkasa menempati peringkat pertama dengan perolehan elektabilitas sebanyak   jendral andika perkasa tertinggi di survei pilgub jateng kaesang boncos;3;andika perkasa menempati peringkat pertama dengan perolehan elektabilitas sebanyak   jendral andika perkasa tertinggi di survei pilgub jateng kaesang boncos;andika perkasa menempati peringkat pertama dengan perolehan elektabilitas sebanyak jenderal andika perkasa tertinggi di survei pilgub jateng kaesang boncos;1
Hasil Survei Pikada Jateng 2024 Elektabilitas Cagub Terkuat Goyang karena Kehadiran Andika Perkasa https://t.co/0Bo1T2BWl4;negatif;hasil survei pikada jateng  elektabilitas cagub terkuat goyang karena kehadiran andika perkasa;2;hasil survei pikada jateng  elektabilitas cagub terkuat goyang karena kehadiran andika perkasa;hasil survei pikada jateng elektabilitas cagub terkuat goyang karena kehadiran andika perkasa;0
Yang setuju Pak Andika Perkasa jadi Gubernur Jateng 2024-2029 silakan like;positif;yang setuju pak andika perkasa jadi gubernur jateng  silakan like;1;yang setuju pak andika perkasa jadi gubernur jateng  silakan like;yang setuju pak andika perkasa jadi gubernur jateng silakan like;0
Satriyo Pambukaning Projo Bambang Pacul setuju untuk Jateng 1 akan mengajukan Andika gagah Perkasa sebagai cagubnya. Ayo kita mulai turun ke masyarakat Sosialisasikan dengan senyuman https://t.co/vOMNPJ09gj;positif;satriyo pambukaning projo bambang pacul setuju untuk jateng  akan mengajukan andika gagah perkasa sebagai cagubnya ayo kita mulai turun ke masyarakat sosialisasikan dengan senyuman;2;satriyo pambukaning projo bambang pacul setuju untuk jateng  akan mengajukan andika gagah perkasa sebagai cagubnya ayo kita mulai turun ke masyarakat sosialisasikan dengan senyuman;satriyo pambukaning projo bambang pacul setuju untuk jateng akan mengajukan andika gagah perkasa sebagai cagubnya ayo kita mulai turun ke masyarakat sosialisasikan dengan senyuman;0
Andika Perkasa soal Kabar akan Diusung PDIP di Pilgub Jateng: Saya Siap. https://t.co/I42wSIeRse;positif;andika perkasa soal kabar akan diusung pdip di pilgub jateng saya siap;1;andika perkasa soal kabar akan diusung pdip di pilgub jateng saya siap;andika perkasa soal kabar akan diusung pdip di pilgub jateng saya siap;0
 Usung @basuki_btp di DKI/J. Usung @susipudjiastuti di Jabar Usung @TriRismaHarini di Jatim Usung Andika Perkasa di Jateng Jawa kuncinya Pasti moncer! Jangan mau partai besar sekelas PDIP ditunggangi cagub mokondo pemecah belah warga dengan mainan ayat mayatnya.;negatif;usung di dkij usung di jabar usung di jatim usung andika perkasa di jateng jawa kuncinya pasti moncer jangan mau partai besar sekelas pdip ditunggangi cagub mokondo pemecah belah warga dengan mainan ayat mayatnya;3;usung di dkij usung di jabar usung di jatim usung andika perkasa di jateng jawa kuncinya pasti moncer jangan mau partai besar sekelas pdip ditunggangi cagub mokondo pemecah belah warga dengan mainan ayat mayatnya;usung di dkij usung di jabar usung di jatim usung andika perkasa di jateng jawa kuncinya pasti moncer jangan mau partai besar sekelas pdip ditunggangi cagub mokondo pemecah belah warga dengan mainan ayat mayatnya;0
 bukankah Andika Perkasa juga baru saja masuk partai tapi menyalip semua kader senior shg mau dijadikan Cagub Jateng ?;negatif;bukankah andika perkasa juga baru saja masuk partai tapi menyalip semua kader senior shg mau dijadikan cagub jateng;1;bukankah andika perkasa juga baru saja masuk partai tapi menyalip semua kader senior shg mau dijadikan cagub jateng;bukankah andika perkasa juga baru saja masuk partai tapi menyalip semua kader senior sehingga mau dijadikan cagub jateng;1
Untuk Jateng-1 Andika Perkasa salah satu nama yang cukup kuat di PDIP. Bambang Pacul mengaku menyambut positif munculnya usulan nama Andika untuk Pilgub Jateng. Menurutnya figur Andika dinilai akan menarik bagi masyarakat Jateng. https://t.co/FzcWkeVTol;positif;untuk jateng andika perkasa salah satu nama yang cukup kuat di pdip bambang pacul mengaku menyambut positif munculnya usulan nama andika untuk pilgub jateng menurutnya figur andika dinilai akan menarik bagi masyarakat jateng;1;untuk jateng andika perkasa salah satu nama yang cukup kuat di pdip bambang pacul mengaku menyambut positif munculnya usulan nama andika untuk pilgub jateng menurutnya figur andika dinilai akan menarik bagi masyarakat jateng;untuk jateng andika perkasa salah satu nama yang cukup kuat di pdip bambang pacul mengaku menyambut positif munculnya usulan nama andika untuk pilgub jateng menurutnya figur andika dinilai akan menarik bagi masyarakat jateng;0
Untuk Jateng Andika Perkasa. Untuk Blora Andika Adikrishna. Kalahkan geng solo perusak demokrasi. PDI Perjuangan Menolak Bumbung Kosong Siapkan Kandidat Muda di Pilkada Blora 2024. https://t.co/InOg6PxK61;positif;untuk jateng andika perkasa untuk blora andika adikrishna kalahkan geng solo perusak demokrasi pdi perjuangan menolak bumbung kosong siapkan kandidat muda di pilkada blora ;2;untuk jateng andika perkasa untuk blora andika adikrishna kalahkan geng solo perusak demokrasi pdi perjuangan menolak bumbung kosong siapkan kandidat muda di pilkada blora ;untuk jateng andika perkasa untuk blora andika adikrishna kalahkan geng solo perusak demokrasi pdi perjuangan tolak bumbung kosong siapkan kandidat muda di pemilihan kepala daerah blora;2
Politikus PDIP yang juga mantan Panglima TNI Jenderal TNI (Purn) Andika Perkasa menyatakan siap apabila dia ditunjuk sebagai calon Gubernur (cagub) dalam Pilgub Jateng 2024. Karena itu adalah penugasan dan semua penugasan harus dilaksanakan sebagai kader partai. https://t.co/h12sR11ilm;positif;politikus pdip yang juga mantan panglima tni jenderal tni purn andika perkasa menyatakan siap apabila dia ditunjuk sebagai calon gubernur cagub dalam pilgub jateng  karena itu adalah penugasan dan semua penugasan harus dilaksanakan sebagai kader partai;2;politikus pdip yang juga mantan panglima tni jenderal tni purn andika perkasa menyatakan siap apabila dia ditunjuk sebagai calon gubernur cagub dalam pilgub jateng  karena itu adalah penugasan dan semua penugasan harus dilaksanakan sebagai kader partai;politikus pdip yang juga mantan panglima tni jenderal tni purn andika perkasa menyatakan siap apabila dia ditunjuk sebagai calon gubernur cagub dalam pilgub jateng karena itu adalah penugasan dan semua penugasan harus dilaksanakan sebagai kader partai;0
