text;sentimen
Jateng : Andika Perkasa. Jatim : Risma.;netral
VIDEO: Profil AM Putranto Asisten Prabowo Jadi Ketua Timses Luthfi di Akmil Seangkatan Andika Perkasa https://t.co/GC9KfrTbr0;netral
Ternyata Ini Rahasia Tubuh Kekar dan Sehat Ala Andika Perkasa Cagub Jawa Tengah 2024 https://t.co/HAtEkapsol;positif
Ade Rai Bocorkan Rahasia Badan Kekar Andika Perkasa Ternyata Sering Olahraga Bareng! https://t.co/s93rPNDPEe;positif
Menilik Rumah Mewah Andika Perkasa Cagub Pilkada Jateng 2024 yang Sempat Viral https://t.co/NBLnYuWKWp;netral
SEMARANG - Komisi Pemilihan Umum (KPU) Jawa Tengah menyatakan dua bakal pasangan calon dalam Pemilihan Gubernur dan Wakil Gubernur Jateng 2024 Andika Perkasa-Hendrar Prihadi dan Ahmad Luthfi-Taj Yasin Maimoen lolos tes kesehatan. https://t.co/jrryeDjX69;netral
Paslon Andika Perkasa-Hendrar Prihadi Bertemu Ribuan Kader PDIP di Solo https://t.co/MQT5IKfq10 https://t.co/VU1VlQvBd8;netral
Bukan Perang Bintang Andika Perkasa Sebut Pilgub Jateng 2024 Arena Perang Ide https://t.co/ivoRrOTa2v https://t.co/E0R1hVOXVr;netral
Ketua DPP PDIP Ganjar Pranowo memastikan akan menjadi juru kampanye pasangan Calon Gubernur dan Wakil Gubernur Jateng Andika Perkasa-Hendrar Prihadi (Hendi). Persiapan-persiapan dilakukan termasuk untuk menghadapi debat paslon kepala daerah. Pasti (jadi juru kampanye) kata https://t.co/U41h5gFGkg;netral
Kisah Cinta Andika Perkasa dengan Anak Jenderal Kopassus Awal Bertemu saat Malam Muda-mudi https://t.co/7ejqOeKoYH;netral
Andika Perkasa Serahkan Pilihan pada Masyarakat Jateng https://t.co/bTPkR2EbQW #pdiperjuangan;netral
Bantah Perang Bintang di Pilkada Jateng Andika Perkasa: Ini Adalah Perang Ide https://t.co/xp1ZWwAOxV https://t.co/xdGSrPa6P7;positif
Andika Perkasa Mengaku Telat 'Panas' di Pilkada 2024 https://t.co/Q8eHR0F2WY;netral
Mengintip Profil Andika Perkasa Calon yang Diusung PDIP di Pilgub Jateng #AndikaPerkasa #CagubJateng #PilgubJateng #PDIP https://t.co/CS0NJKaHTD;netral
Andika Perkasa Temui Kader Banteng di Magelang https://t.co/GxNKYWZL6q #pdiperjuangan;netral
Andika Perkasa Siap Kerja Keras Untuk Tingkatkan Elektabilitas https://t.co/9ZWekSh0Xz #pdiperjuangan;positif
Andika Perkasa Yakin Penyelenggara Pemilu Sudah Evaluasi Soal Operasi Senyap https://t.co/gdEp5ez4h8 #pdiperjuangan;positif
"Menolak lupa apa yg terjadi saat demo Wadas... Saatnya Jateng butuh pemimpin yg merangkul bkn memukul... Mengayomi bkn menzholimi... Yg seperti Rambo bukan Sambo... Jendral ( Purn ) Andika Perkasa &amp; mas @hendrarprihadi siap membawa Jateng melenting... https://t.co/bezxXpTVcj https://t.co/hAI3ngaEUd";negatif
Survei Pilkada Jateng 2024 Terbaru September Elektabilitas Andika Perkasa sudah Salip Ahmad Luthfi https://t.co/Hi1GYUVNJl;netral
Andika Perkasa VS Ahmad Lutfi https://t.co/0dxsxOOYLz;netral
Warga Jateng mari jadi pemilih cerdas Lihat track recordnya. bagaimana Andika Perkasa selama jadi TNI. bagaimana Ahmad Luthfi selama jadi Kapolda ingat aparat di Wadas ingat demo kemarin. lihat juga partai pendukung bgmn PDIP konsisten perjuangkan demokrasi lihat KIM+ yg https://t.co/nBiViVpvsF;netral
Pasangan cagub dan cawagub Jawa Tengah Jenderal TNI (Purn.) Andika M. Perkasa dan mantan wali kota Semarang Hendrar Prihadi mengunjungi tokoh di Kabupaten Rembang. Keduanya berkunjung di ndalem KH Mustofa Bisri (Gus Mus) untuk bersilaturahmi. https://t.co/KOkZ1YO2Jj;netral
Andika Perkasa semakin PERKASA Sy yakin bahwa Warga Jateng lebih Memilih RAMBO dari pada SAMBO #AsalBukanPolisi https://t.co/9DI7ExbCxq;positif
Banteng Blora siap All Out menangkan Paslon Cagub Cawagub Jateng 2024 Komitmen itu disampaikan oleh Ketua DPC PDIP Blora M Dasum didepan Andika Perkasa - Hendrar Prihadi. saat menghadiri Rakercabsus di Kantor DPC PDIP Blora. https://t.co/6fyqz6glwZ;positif
PDIP Blora Siap All Out Menangkan 'Duo Andika' Andika Perkasa untuk Jateng. Andika Adikrishna untuk Blora. #AsalBukanPolisi https://t.co/XONXCXILK2;positif
Perang jenderal di pilgub Jawa Tengah. Andika Perkasa vs Ahmad Luthfi Pilih siapa gaes? Andika Rambo Perkasa: RT Ahmad Luthfi: Like ️ #AsalBukanPolisi https://t.co/IVU0QQryCU;netral
Pilihan yang tepat Ketua DPD PDI Perjuangan Jawa Tengah Komandan korea Bambang Pacul didapuk sebagai Ketua Tim Pemenangan Andika Perkasa-Hendrar Prihadi di Pilgub Jateng Jateng butuh Rambo https://t.co/YNPNVW50UC;netral
ini sungjin atau pak andika perkasa sih https://t.co/Yip6d6cUGG;netral
Bambang Pacul Jadi Ketua Tim Pemenangan Andika Perkasa-Hendi. Ini Rambo bos bukan Sambo. Jateng makin menyala. #AsalBukanPolisi https://t.co/TqPBz8FaVm;negatif
Naik Mobil Rantis Andika-Hendi Bakar Semangat Kader PDIP Sragen Pasangan cagub-cawagub Jateng 2024 Andika Perkasa - Hendrar Prihadi menghadiri Rakercabsus PDIP Sragen https://t.co/7RVlc437CG;netral
Kisah seorang kuli bangunan yang diangkat jadi anggota TNI di era Jenderal Andika Perkasa jadi panglima TNI. https://t.co/mSwKKhbg5M;netral
Andika Perkasa di Rakercabsus Pilkada DPC @PDI_Perjuangan Boyolali Banteng gak kaleng2 Jateng jgn sampe oleng Pilih yg sudah tergembleng Jangan yg macam pencoleng ALL OUT...!!! https://t.co/UsIqLsmSDK;netral
Ayo kita kenalan sama Jendral yg rendah hati dn merakyat. Jenderal Purn TNI Andika Perkasa di usung oleh PDIP tuk dampingi @hendrarprihadi di Pilgub Jateng. Jelas pilih yg berpengalaman! Pasti Setuju kan! FIFA #TimnasDay Paes Rumput GBK Australia Marselino Verdonk Arhan Bahrain https://t.co/RMiFR6NBXk;netral
Mul Mul.. Dana Oligarki Budak Politik sudah disandera sampai 2045.. Tapi Apadaya kepleset Ketek Mantu dan Fufufafa.. Sekarang sibuk sendiri hadang Andika Perkasa biar ga jadi musuh Potensial Pangeran.. Kami pikir Andika ga bakal spt ET yg pasrah saja dipermainkan..;negatif
Masyarakat Jateng pasti cerdas siapa yg layak memimpin daerahnya... Bersama Jendral ( Purn ) Andika Mas Rambo Perkasa dan kang @hendrarprihadi jadikan Jateng Guyub rukun dan semakin melenting... Krn yg dibutuhkan Jateng itu Rambo bukan Sambo #AsalBukanPolisi https://t.co/yELHtjWNOZ;positif
Awas Sappo banteng Perkasa mau lewat Sambo bin Mulyono minggir ga minggir tabrak. Andika - Hendi Jateng perlu Rambo bukan Sambo #AsalBukanPolisi https://t.co/BE8zzJjElq;netral
Lur takon serius. Nek dikon objektif Menurutmu apa kelebihan Andika Perkasa - Hendar Prihadi Ahmad Luthfi - Taj Yasin;positif
Orang berakal sehat mana yang gak milih Andika Perkasa?;positif
Maaf permisi lagi mas Rambo mau lewat Sambo minggir dulu. Karena Jateng butuh Rambo bkn Sambo. Bersama Andika-Hendi Jateng perkasa. Meriah!!! Andika Perkasa dan Hendi Disambut Hangat Kader PDIP Temanggung Tekad Menangkan Pilkada 2024. #AsalBukanPolisi https://t.co/VyeHevovUI;negatif
Yang penting bergandengan tangan #andikahendi #jatengperkasa #jatenghebat https://t.co/GWAPHHgpaK;positif
Pasangan Calon gubernur Jawa Tengah Andika Perkasa-Hendrar Prihadi menunjuk Komandan Korea Bambang Pacul sebagai ketua tim suksesnya. Dan akan menggandeng sejumlah purnawirawan untuk bergabung dalam tim pemenangan.. Ingat warga Jateng pilih Rambo bukan Sambo. https://t.co/IYcxwFp4rE;positif
Calon Gubernur dan Wakil Gubernur Jawa Tengah Andika Perkasa dan Hendrar Prihadi menghadiri Rapat Kerja Cabang Khusus (Rakercabsus) DPC PDI Perjuangan Jepara di Gedung Haji Sabtu siang (7/9/2024). Rakercabsus bertujuan mensolidkan barisan kader PDI Perjuangan hingga akar rumput https://t.co/VUbiAqAmcx;netral
"Jenderal Andika Perkasa adalah mantan Panglima TNI dan Pak Hendrar Prihadi adalah mantan Walikota Semarang &amp; ketua LKPP RI. Untuk Jateng maju dan gayeng Andika - Hendi pilihan tepat. https://t.co/7eAwV1P92u";positif
Cagub Jateng 'Andika Perkasa' dan Cawagub 'Hendrar Prihadi' memotivasi para kader PDIP Pati untuk bekerja keras memenangkan Paslon Cabup-Cawabup maupun Cagub-Cawagub dari PDIP. Rambo bukan Sambo. Andika-Hendi untuk Jawa Tengah https://t.co/70IG0tdSrj;positif
"A thread. KOMANDAN KOREA JADI KETUA TIM PEMENANGAN ANDIKA PERKASA - HENDI. Keputusan tim pemenangan menjadikan Bambang pacul menjadi ketua tim pemenangan itu langkah strategis. Posisi di DPP @PDI_Perjuangan Bambang pacul adalah pengurus harian &amp; dipercaya jadi ketua BAPPILU https://t.co/6Ssn1divJc";netral
"Paslon Cagub - Cawagub Jawa Tengah &gt; Andika Perkasa &gt; hendrar prihadi Paslon Cabup - Cawabup Kab Blora &gt; Abu Nafi &gt; Andika Adi Krisna ( Staf komandan Patjul ) Siap metu kandang . https://t.co/VOUBGUVKZL";netral
Momen Cagub dan Cawagub Jateng 'Andika Perkasa dan Hendrar Prihadi' berkunjung ke kediaman KH Mustofa Bisri (Gus Mus) di Rembang minta doa restu... untuk bersilaturahmi dan meminta Doa Restu... Andika-Hendi untuk Jateng https://t.co/y8ORnt9hk7;netral
Kulo nuwun Jateng... The Real Rambo bukan Sambo... Andika Banteng Perkasa dan @hendrarprihadi utk Jateng semakin melenting... ;positif
Ini Rambo bkn Sambo apalagi Mulyono si pengecut yg selalu main licik. Andika Perkasa optimistis menghadapi pengaruh Jokowi dan Prabowo dlm pilkada mendatang. Sementara itu PDIP Boyolali mengakui adanya tekanan dan intimidasi dlm persiapan pilkada. https://t.co/i3IvUcxffs;netral
Mobil rantis mengantarkan Andika Perkasa dan Hendrar Prihadi tiba di Kantor DPC PDIP Sragen. (Senin 9/9/2024). Sikap seorang Jenderal santun beradab dan beretika. Hensem. Jateng bersuara #AsalBukanPolisi https://t.co/mwHtGlErQC;netral
Momen Pasangan Cagub @Andikaperkasa09- @hendrarprihadi menyapa kader PDIP di Rembang. Beruntung warga Jateng punya calon pemimpin dengan rekam jejak yang bagus dan bisa dipercaya. Andika Perkasa pilihan tepat untuk Jateng 1. Pilih Rambo Bukan Sambo #BantengPerkasa https://t.co/v2qfqT3nlm;positif
Bakal Calon Gubernur Jawa Tengah dari PDIP Andika Perkasa menyebut dirinya optimis bisa memenangi Pilgub Jateng 2024 meski harus menghadapi Jokowi dan Prabowo Effect .;positif
Lanjut ke Karanganyar. Permisi lagi mas Rambo mau lewat Sambo minggir dulu. #AsalBukanPolisi Andika-Hendi menang ️ Dukung Penuh Pemenangan Andika Perkasa - Hendrar Prihadi PDIP Karanganyar Siap Kerahkan 37.000 'Banteng Karanganyar' Hadapi Pilkada 2024. https://t.co/m5W4nGypUU;positif
Calon Gubernur dan Calon Wakil Gubernur Jateng Andika Perkasa dan Hendrar Prihadi memastikan Komandan Korea 'Bambang Pacul' Jadi Ketua Tim Pemenangan. Andika-Hendi untuk Jateng. #AsalBukanPolisi https://t.co/HkiAMp19mP;netral
Ketika Pak 'Andika Perkasa' memimpin TNI AD. Saat Beliau mengetahui ada lokasi perumahan/barak2 yang 70% rumah mengalami kerusakan/tidak layak huni. Beliau turun langsung meninjau dan memerintahkan segera di perbaiki. Saya yakin Bila Beliau memimpin Jateng Beliau pasti akan https://t.co/K0KlNPmyzl;positif
Mendekat wir... Ada cagub dan cawagub Andika Perkasa dan Hendar Prihadi niih Kemarin pasangan cagub dan cawagub Andika-Hendi datang untuk menghadiri rapat kerja cabang khusus (Rakercabsus) DPC PDI-P Blora. Semoga dengan pergerakan ini kita bisa memenangkan PDIP di Jawa https://t.co/5fEUs9FQ00;positif
"Bambang Pacul turun langsung mengawal Andika Perkasa &amp; Hendi.. Bambang Pacul memastikan akan Mengantarkan Andika &amp; Hendi memimpin &amp; Melayani Warga Jateng Tentu hal ini membuat semangat kita makin menyala². Tp jgn Lupa FUFUFAFA &amp; MULYONO sudah terang²an cawe² di Jateng. WASPADA https://t.co/EgYkVyjVLD";positif
Permisi Kula Nuwun Calon Gubernur Jawa Tengah @provjateng Jendral (Purn) ANDIKA PERKASA @Andikaperkasa09 dari @PDI_Perjuangan Memohon Do'a Restu serta dukungan nya. https://t.co/rGWBoNXF9w;netral
Kalau pertanyaannya kenapa di lapangan dari siraman bansos/ sembako hingga memobilisasi Kepala Desa yg terindikasi bermasalah berpotensi masuk dalam daftar sprindik pun Camat/ ASN dan berbagai cara lainnya ditempuh untuk mengalahkan Pak Andika Perkasa di https://t.co/OZA5uIEOUi;netral
Maaf aja sappo ini mas Rambo bukan Sambo bin Mulyono yg tak tau etika. Berkunjung ke Ndalem Gus Mus di Rembang. Andika Perkasa-Hendi Minta Maaf karna Pakai Merah-merah. #AsalBukanPolisi https://t.co/4HmyNTWeCp https://t.co/egdzPxEzYi;netral
Sowan Gus Mus di Leteh Andika Perkasa-Hendi Minta Maaf Pakai Merah-merah. Gus Mus: Alhamdulillah merah berarti berani. Adem ya. https://t.co/SBKADPJHaP https://t.co/K0zLRoA2ll;netral
Lanjut Senin malam di Wonogiri stamina calon dr PDIP Ditanya soal strategi pemenangan Andika Perkasa - Hendrar Prihadi strategi akan dipegang oleh masing2 ketua DPC Krn beliau2 yg menguasai medan. Berjuang demi rakyat bkn demi rezim. Rambo bukan Sambo #AsalBukanPolisi https://t.co/SSv7VHG7zk;positif
"Ada 2 Alasan gw kenapa Harus Mendukung @Andikaperkasa09 &amp; @hendrarprihadi di JATENG. 1.) Rekam Jejak &amp; kinerja yg Baik selama Memimpin 2.) Asal Bukan Polisi Aja. Krn klw uda Bicara Polisi dpikiran gw tuh klw gk SAMBO ya soal TUKANG TILANG #AsalBukanPolisi https://t.co/V9aDcmEQiq";positif
Beruntungnya Jawa Tengah dapat pasangan paket lengkap Andika-Hendi Ayo Jawa Tengah kita makaryo becik lan manunggal bareng Banteng Perkasa! https://t.co/XJxOgcUoZB;netral
Breaking news Komandan tim pemenangan Rambo komandan para Korea. Bambang Pacul Jadi Ketua Tim Pemenangan Andika Perkasa-Hendi. #AsalBukanPolisi https://t.co/4s2KhPOC1s;netral
Pak Andika Perkasa jelas lebih layak memimpin Jateng daripada cakada sebelah. Apalagi didampingi sosok @hendrarprihadi makin ideal untuk Jawa Tengah yg lebih menyala.. https://t.co/sd148N9p8p;positif
Calon Gubernur Jawa Tengah Andika Perkasa di dampingi istrinya mengunjungi salah satu lokasi pengrajin batik di Sragen Selasa (10/09/2024). Andika Perkasa mengatakan Kalau selama ini mayoritas orang hanya tau batik dari Solo Pekalongan dan Jogja masih ada Sragen sebagai pengrajin handal https://t.co/mblUlOWy7Q;netral
untuk warga Jateng pilihan terbaik Mas Andika dan Mas Hendi untuk Jateng yg Perkasa dan semakin Hebat Andika perkasa di Hendar Priadi https://t.co/Fk2VQJcSD5;positif
Saat Cagub Andika Perkasa dan Cawagub Hendi menyempatkan diri blusukan ke Sentra Kuliner Purbalingga. Mantap. Jateng Rambo bukan Sambo. https://t.co/XE6XHuLDxT;netral
Terus bertekad utk menjadi abadi Rakyat yg baik... Abu Nafi dan Andika Bombom Adikrishna siap melayani masyarakat Blora dg sepenuh hati ______ Andika Perkasa Jawa Tengah Indonesia Javanese https://t.co/tXFnfvy8W8;netral
Cagub Jateng 'Andika Perkasa' dan Cawagub 'Hendar Prihadi' Selasa (18/09/2024) malam melakukan konsolidasi pemenangan Pilkada Jateng di kantor DPC PDIP Kabupaten Tegal. Beliau berdua juga menghadiri Deklarasi Relawan di Banyumas. Andika Perkasa-Hendrar Prihadi Dapat Dukungan https://t.co/VX2TIUkT3Q;positif
Antusias warga Jateng menyambut calon pemimpin pilihan mereka. Ayoo warga Jateng satukan langkah menangkan Andika-Perkasa tuk Jateng makin bermartabat.. Pilih Rambo Bukan Sambo https://t.co/Jdp3S6hb3x;positif
Mulyono jgn sampai tau nanti makin panik akhirnya bikin drama lg di warung Soto. Survei TBRC: Elektabilitas Andika Perkasa Hendrar Prihadi 58 8% Pada Pemilih Gen Z dan Millenial Kalahkan Ahmad Luthfi -Taj Yasin. Jateng butuh Rambo bkn Sambo. #AsalBukanPolisi https://t.co/ACFZuDeT1q;positif
Anak muda cerdas mereka tau Jawa Tengah lebih butuh Rambo bukan Sambo. Hasil Survei Gen Z Elektabilitas Pasangan Andika Perkasa-Hendrar Prihadi Sangat Unggul. #AsalBukanPolisi https://t.co/PiRSniAk7D;positif
Satu tujuan dan satu komando kompak rapatkan barisan harus solid untuk menangkan Andika Perkasa - Hendrar Prihadi di Pilkada Jateng 2024 . Andika - Hendi Jateng Perkasa https://t.co/Mz9WO7AlJD;positif
Pasangan calon gubernur dan wakil gubernur Jawa Tengah Andika Perkasa dan Hendrar Prihadi (Hendi) akan segera bertemu relawan dan tokoh masyarakat setelah berkeliling ke struktural PDI Perjuangan pada 35 kota/kabupaten di Jawa Tengah.;netral
Semakin kuat mungkin itu kata yang pas bagi pasangan Cagub dan Cawagub Jateng Andika Perkasa dan Hendar Prihadi (Hendi) di Pilkada Jateng 2024. Dimana dukungan dari berbagai elemen masyarakat untuk memenangkan Pilgub 2024 terus berdatangan. https://t.co/0APKFULq4H;positif
Survei TBRC di Pilkada Jateng 2024 Elektabilitas Ahmad Luthfi Tertinggal Jauh dari Andika Perkasa. Jateng butuh Rambo bukan Sambo #AsalBukanPolisi https://t.co/q4ac6IFzEE;netral
Pagii Sedulur warga Jateng optimis ya Rambo kita berjaya Kalo sudah optimis semangat ya Menangkan Andika-Hendi for Jateng Perkasa https://t.co/TMeFbUAIpT;netral
MINIM BALIHO ANDIKA PERKASA MINTA PENDUKUNGNYA LAKUKAN INI;netral
Saat kunjungan Andika Perkasa - Hendrar Prihadi di Cilacap 17 September 2024 bertemu dengan pendukung fanatik yang tubuhnya di gambar Banteng Perkasa. Dukungan akar rumput terhadap Andika - Hendi makin masif untuk memenangkan Pilkada Jateng 2024. https://t.co/k88bwwJyEu;netral
Jateng kalo Andika Perkasa menang Pilgub;netral
Kunjungan Rambonya Jateng Andika Perkasa tidak hanya meninggalkan kesan mendalam bagi kader muda @PDI_Perjuangan Kabupaten Semarang tetapi juga menegaskan komitmen Andika untuk terus mendengarkan dan merespons langsung aspirasi kader dari berbagai daerah di Jateng. https://t.co/ogv15Qs9Y9;positif
Setelah menyapa Kader PDI Perjuangan di wilayah eks-Karesidenan Banyumas Pasangan Cagub-cawagub Jateng Andika Perkasa dan Hendrar Prihadi melanjutkan Road Show ke wilayah Pekalongan untuk mengikuti Rakercabsus. Andika Hendi - Jateng Hebat https://t.co/mtfvI2STVt;netral
Tak hanya humble Cagub Jateng Andika Perkasa juga ramah serta romantis dengan sang istri. Akan aman dan nyaman warga Jateng bersama Andika - Hendi yang jadi pemimpin. https://t.co/02JBfh9G9p;netral
Pilkada Jawa Tengah menjadi perhatian karena terdapat dua Calon berpangkat Jenderal Purnawirawan yaitu Ahmad Luthfi dari Polri dan Andika Perkasa dari TNI. kompetisi keduanya di Jawa Tengah memunculkan isu politik : Perang Bintang . Apa dampak perang bintang pada Pilkada Jawa https://t.co/HccScjQM7G;netral
Roadshow Andika Perkasa - Hendrar Prihadi dilaksanakan guna memastikan jajaran struktural Partai PDI Perjuangan di semua tingkatan solid bergerak untuk memenangkan kontestasi politik Pilkada 2024 dengan dukungan simpatisan serta relawan. Andika - Hendi Jateng Hebat https://t.co/iD27vjL9wO;netral
Selamat malam teman-teman Visi misi Calon Gubernur dan Calon Wakil Gubernur Jawa Tengah yang diusung @PDI_Perjuangan Andika Perkasa dan Hendar Prihadi (Hendi) adalah meningkatkan kesejahteraan Masyarakat Jawa Tengah. https://t.co/28xbe39a2O;positif
Pak Andika Perkasa s figur seorang tentara modern yang humble dan cocok memimpin Jawa Tengah.;netral
Hasil Survei Gen Z Elektabilitas Pasangan Andika Perkasa-Hendrar Prihadi Sangat Unggul Pasangan yg ideal @Andikaperkasa09 @hendrarprihadi https://t.co/PAytQnyzFu;netral
Gerak cepat Mesin Partai Pendukung dan para Relawan.....mesti lebih gesit dan efektif untuk memenangkan Cagub Jateng Andika Perkasa..;netral
Rincian harta kekayaan Cagub Jateng Andika Perkasa salah satu Jenderal TNI yang tajir melintir - Indonesia Insider https://t.co/ux8HJrSk2E;negatif
Andika Perkasa: Ahmad Luthfi Sosok Mumpuni https://t.co/piIIMl9woq;netral
Relawan Andika - Hendi di Cilacap sudah siap sepenuhnya untuk bekerja memenangkan Cagub dan Cawagub Jateng Andika Perkasa - Hendrar Prihadi di wilayah ini. semoga niat baik Mas Andika Perkasa di aminkan. https://t.co/se69hOJbT3;positif
Ganjar Pranowo soal Andika Perkasa Maju Pilkada Jateng: Komunikasi Sangat Intensif https://t.co/5UnhN4lFTV;netral
Bro Andika Perkasa Cagub Jateng Rambo Man🇮🇩 #BRAVO #BARETMERAH;netral
Baliho Sedikit Andika Meminta Relawan dan Pendukung Sosialisasi Lewat Ponsel: Pasangan bakal calon gubernur dan wakil gubernur Jawa Tengah Andika Perkasa dan Hendrar Prihadi (Hendi) melakukan safari politik ke Cilacap dan Banyumas Jawa Tengah. https://t.co/mRkKgHHR5D;netral
Survei Pilkada Jateng 2024 Elektabilitas dan Popularitas Andika Perkasa vs Ahmad Luthfi Ketat https://t.co/OrzaIyEgkN lewat @tribunkaltim;netral
Hasil Survei Gen Z Elektabilitas Pasangan Andika Perkasa-Hendrar Prihadi Sangat Unggul https://t.co/Q79WJAPboo;positif
Andika Perkasa Jadi Sasaran Foto Warga Saat Kunjungan ke Cilacap https://t.co/soVTdtjDgQ #pdiperjuangan;netral
Andika Perkasa dan Hendrar Prihadi Fokuskan Program Prioritas untuk Cilacap dan Jawa Tengah https://t.co/KVAXrbF3RW;netral
FIX JATENG!! No urut: 1. Andika Perkasa - Hendrar Prihadi 2. Ahmad Luthfi - Taj Yasin https://t.co/9lW1Je3dCh;netral
Sosok Ayah Dimata 'Andrew Perkasa' Putra dari Calon Gubernur Jawa Tengah 'Andika Perkasa'. Salah satunya memberikan kebebasan untuk anak-anak Beliau dalam memilih karir. Sosok Ayah yang bijak Patut di contoh... Andika-Hendi untuk Jawa Tengah. #JatengPerkasa https://t.co/7KvC6yj4d8;netral
Pidato pak Andika Perkasa: Jawa Tengah merupakan kampung halaman sendiri. Sehingga saya punya tugas membangun kampung halaman Jawa Tengah. Gaspolll pak. Andika-Hendi menang #JatengPerkasa https://t.co/7WqtPDfKMD;positif
Pidato singkat padat dan jelas. Pasangan Andika-Hendi nomor urut satu InshaAllah .... Jateng1. Amiin. @Andikaperkasa09 @hendrarprihadi https://t.co/JVbhqfIuCZ;netral
Pidato Lugas Cagub Jateng Pak Andika Perkasa 'Rambo' . Nomer Satu Penuh Makna . Semakin mantap pilih Andika-Hendi jadi Bapak'nya Jateng.️ #JatengPerkasa https://t.co/70HnRqSZMH;netral
Pilihan warga Jawa Tengah Andika Perkasa Hendi. Apalagi orang Semarang pasti sudah kenal betul dengan pak @hendrarprihadi karena pernah menjabat Wakil Walikota (2010 2013) dan Walikota Semarang (2013 2022). Pasangan yg ideal untuk Jawa Tengah makin menyala. https://t.co/UDeDoxwgD9;positif
Alhamdulillah calon Gubernur Jawa Tengah nomor urut 1 Andika Perkasa mengumumkan tim pemenangannya bakal dipimpin oleh Umar Wahid Hasyim adik Gus Dur. Mantab semakin yakin untuk memilih pasangan Andika-Hendi. #Jawatengahmenyala https://t.co/Txri6Uuytr;positif
Detik-detik Kapolda dan Pj gubernur Jateng ogah salaman dengan Andika Perkasa Takut sama mulyono? https://t.co/AFzbHkhMU1;negatif
Dengan Cagub saja kelakuan kalian sudah begini bagaimana dengan rakyat kecil ? Semoga Pak Andika Perkasa Memenangkan Konstalasi Pilgub dan Membersihkan Jateng Dari Manusia² Model Begini. https://t.co/yIP0sG68fx;negatif
Sikap anggota POLRI yang seperti ini sangat tidak mencerminkan keharmonisan TNI-Polri Biar bagaimanapun Jenderal Andika Perkasa adl mantan Panglima TNI dan tetap jadi bagian dari TNI Belum jadi apa2 udah begini gimana kalo dah jadi Gubernur bosnya? https://t.co/TTEzkb3s2o;negatif
DPP PDIP menunjuk Umar Wahid yang merupakan adik Gus Dur menjadi ketua tim pemenangan Cagub Andika Perkasa- Cawagub Hendrar Prihadi. Umar Wahid Asyari adalah Tokoh Nahdlatul Ulama yang juga merupakan cucu dari Hasyim Asyari. Warga Nahdliyin makin solid memenangkan Andika-Hendi. https://t.co/osHT45dBOq;netral
Waduh kelakuan ISILOP gini amat ya !! Jadi inget motorku yang hilang eh pas laporan malah di bentak cok Buat Warga Jawa Tengah jangan sampai nyesel pilih Lutfi mendingan pilih pak Andika Perkasa https://t.co/MlRnnyR4S1;positif
Calon Gubernur Jawa Tengah nomor urut 1 Jenderal TNI (Purn) Andika Perkasa mengumumkan tim pemenangannya bakal dipimpin Umar Wahid Hasyim. Umar Wahid yang berprofesi sebagai dokter itu adalah adik dari almarhum Presiden keempat RI Abdurrahman Wahid (Gus Dur). Jawa Tengah https://t.co/2dl7al0Bvp;netral
Pasangan cagub/cawagub Jateng nomor urut 1 Andika Perkasa - Hendrar Prihadi tunjuk adik Gus Dur (dr. Umar Wahid Hasyim) sebagai Ketua Tim Pemenangan. Andika-Hendi menyala #AsalBukanPolisi Jateng butuh Rambo bukan Sambo https://t.co/NmI8nLF0I3;netral
Ini Rambo bukan Sambo Kisah seorang Jendral TNI Andika perkasa memperjuangkan nasib seorang kuli bangunan menjadi TNI. Salutt https://t.co/2k4fYTqDjd;netral
Paguyuban Mantan Kepala Desa se-Jawa Tengah mendeklarasikan dukungan kepada cagub/cawagub Jateng Andika Perkasa - Hendrar Prihadi pada Pilkada Jateng 2024. Andika-Hendi menyala #AsalBukanPolisi Jateng butuh Rambo bukan Sambo https://t.co/9XxffEKG5a;positif
Media sosial dihebohkan oleh unggahan video yang menunjukkan momen calon gubernur Jawa Tengah Jenderal TNI (Purn.) Andika M Perkasa tampak diacuhkan saat mengajak bersalaman dengan Kapolda Jawa Tengah Irjen Pol. Ribut Hari Wibowo dan Pj. Gubernur Jawa Tengah Komjen Pol https://t.co/kyEELzHoFU;negatif
Andika Perkasa Buka Suara soal Video Viral Uluran Tangannya Ditolak Kapolda: Mungkin Nggak Lihat https://t.co/hZug48B3qb;netral
Pilgub Jawa Tengah 2024 Andika Perkasa : Repost Ahmad Luthfi : Like Rambo vs Sambo https://t.co/sPzHFESIVJ;netral
Alhamdulillah Mantan Kepala Desa se-Jawa Tengah mendeklarasikan dukungan untuk pasangan calon Gubernur dan calon Wakil Gubernur Jateng Andika Perkasa-Hendrar Prihadi pada Pilkada 2024. Terimakasih . #JatengPerkasa https://t.co/ZcHlDmkOLJ;netral
Pak Kapolda Jawa Tengah ini aja namanya Ribut jadi ga heran sih kalau ada keributan.. Lebih bijak lah Pak Kapolda serta PJ Gubernur Jawa Tengah.. Bagaimanapun Mas Andika Perkasa itu mantan Panglima.. https://t.co/86cO0vB5e6;netral
 Ketika Mantan Kades menentukan pilihan untuk mendukung Andika Perkasa - Hendi memimpin Provinsi Jawa Tengah ! #JatengPerkasa https://t.co/84kXyCxsei;positif
